repo_name,commit_date,num_inserts,num_deletes,num_files,change_set,code_churn,hunks_count,contributor_count,minor_contributors,contributor_names
eric-oss-dmm-app-engineering,2023-09-01 11:08:34+02:00,3,3,1,1,0,59.5,4,4,zmxxven; Jenkins User; Prabhanjan Desai (EXT); zapnsuj
eric-oss-dmm-app-engineering,2023-09-01 09:18:39+00:00,1,1,1,1,0,59.5,4,4,zmxxven; Jenkins User; Prabhanjan Desai (EXT); zapnsuj
eric-oss-dmm-app-engineering,2023-09-04 10:37:32+02:00,17,104,33,33,-87,59.5,4,4,zmxxven; Jenkins User; Prabhanjan Desai (EXT); zapnsuj
eric-oss-dmm-app-engineering,2023-09-04 09:03:07+00:00,1,1,1,1,0,59.5,4,4,zmxxven; Jenkins User; Prabhanjan Desai (EXT); zapnsuj
eric-oss-dmm-app-engineering,2023-09-04 14:25:36+02:00,1,1,1,1,0,59.5,4,4,zmxxven; Jenkins User; Prabhanjan Desai (EXT); zapnsuj
eric-oss-dmm-app-engineering,2023-09-04 12:36:38+00:00,1,1,1,1,0,59.5,4,4,zmxxven; Jenkins User; Prabhanjan Desai (EXT); zapnsuj
eric-oss-dmm-app-engineering,2023-09-06 12:40:33+02:00,0,3,2,2,-3,59.5,4,4,zmxxven; Jenkins User; Prabhanjan Desai (EXT); zapnsuj
eric-oss-dmm-app-engineering,2023-09-07 05:15:54+00:00,1,1,1,1,0,59.5,4,4,zmxxven; Jenkins User; Prabhanjan Desai (EXT); zapnsuj
