repo_name,commit_date,num_inserts,num_deletes,num_files,change_set,code_churn,hunks_count,contributor_count,minor_contributors,contributor_names
eric-oss-adc-app-engineering,2023-08-10 09:00:10+05:30,2,1,1,1,1,2.0,3,3,ZKOPHAR; Jenkins User; Bala Surendra Kumar Nukala (EXT)
eric-oss-adc-app-engineering,2023-08-10 07:11:45+00:00,1,1,1,1,0,2.0,3,3,ZKOPHAR; Jenkins User; Bala Surendra Kumar Nukala (EXT)
eric-oss-adc-app-engineering,2023-08-10 13:15:22+05:30,2,2,1,1,0,2.0,3,3,ZKOPHAR; Jenkins User; Bala Surendra Kumar Nukala (EXT)
eric-oss-adc-app-engineering,2023-08-10 07:53:16+00:00,1,1,1,1,0,2.0,3,3,ZKOPHAR; Jenkins User; Bala Surendra Kumar Nukala (EXT)
